Timeline,Start_time,Duration,Athlete,Trick_number,Amplitude,Side,Run_rating,Feature_list,Combo_list,Competition_run,Speed_rating,Score,Trick_speed_rating,Start,Trick_rating_list,Trick_list
Men’s Park Final 2019 Dew Tour,1663.354511,3.045488889,Mateu Trick,6,5ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Clean,Frontside Air
Men’s Park Final 2019 Dew Tour,1665.4,3.630766667,Mateu Trick,7,3ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,Backside Air
Men’s Park Final 2019 Dew Tour,1668.030767,4.441644444,Mateu Trick,8,5ft,BS,,"Pocket, High to Low Transfer",Feature Combo,,,,Aggressive,,Clean,"Alley Oop, Stalefish"
Men’s Park Final 2019 Dew Tour,1671.472411,3.0326,Mateu Trick,9,2ft,FS,,Deep End,,,,,Flow,,Clean,5-0 Stand Up
Men’s Park Final 2019 Dew Tour,1673.505011,4.054988889,Mateu Trick,10,3ft,FS,,Pocket,,,,,Flow,,Clean,Crail Tail
Men’s Park Final 2019 Dew Tour,1676.56,4.589033333,Mateu Trick,11,1ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Blunt
Men’s Park Final 2019 Dew Tour,1680.149033,3.571622222,Mateu Trick,12,3ft,BS,,Pocket,,,,,Flow,,Clean,Feeble
Men’s Park Final 2019 Dew Tour,1682.720656,9.625677778,Mateu Trick,13,3ft,FS,,"Mellow  Quarter, High to Low Transfer, Deep Bowl Wall",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, 180"
Men’s Park Final 2019 Dew Tour,1691.346333,3.330311111,Mateu Trick,14,1ft,BS,,Flat Wall,,,,,Flow,,Clean,"Fakie, Decker"
Men’s Park Final 2019 Dew Tour,1693.676644,4.060621181,Mateu Trick,15,,Revert,Bail,Deep Bowl Wall,,,Flow,69,Slow,,Sketchy,"Fakie, Nollie, Decker, Combo"
Men’s Park Final 2019 Dew Tour,2826.152522,5.448066667,Mateu Trick,16,1ft,BS,Bail,Mellow  Quarter,,"Final, Run 3",Aggressive,3.66,Aggressive,"Ollie, Mellow Quarter",Sketchy,"Kickflip, Melon"
Men’s Park Final 2019 Dew Tour,751.8732,6.078288889,Mazzara Trick,1,4ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,"Final, Run 1",,,Aggressive,"Drop In, Deep Bowl Wall",Benchmark,Indy
Men’s Park Final 2019 Dew Tour,756.9514889,5.603755556,Mazzara Trick,2,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Clean,Smith
Men’s Park Final 2019 Dew Tour,761.5552444,3.486977778,Mazzara Trick,3,6ft+,BS,,Flat Wall,,,,,Aggressive,,Benchmark,540 Mute
Men’s Park Final 2019 Dew Tour,764.0422222,3.357777778,Mazzara Trick,4,3ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Aggressive,,Benchmark,"Alley Oop, Indy"
Men’s Park Final 2019 Dew Tour,766.4,6.106222222,Mazzara Trick,5,1ft,BS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Eggplant
Men’s Park Final 2019 Dew Tour,771.5062222,4.328088889,Mazzara Trick,6,6ft+,FS,,Pocket,,,,,Aggressive,,Clean,Lip Slide
Men’s Park Final 2019 Dew Tour,774.8343111,4.418133333,Mazzara Trick,7,1ft,FS,,Deep End,,,,,Aggressive,,Clean,Blunt
Men’s Park Final 2019 Dew Tour,778.2524444,5.547677778,Mazzara Trick,8,3ft,BS,,Mellow  Quarter,,,,,Flow,,Clean,Lip Slide
Men’s Park Final 2019 Dew Tour,782.8001222,6.5176,Mazzara Trick,9,5ft,FS,Bail,Deep Bowl Wall,,,Flow,45.63,Aggressive,,Sketchy,Stalefish
Men’s Park Final 2019 Dew Tour,1884.16,5.44,Mazzara Trick,10,4ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,"Final, Run 2",,,Flow,"Drop In, Deep End",Clean,Indy
Men’s Park Final 2019 Dew Tour,1888.6,5.996533333,Mazzara Trick,11,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Smith
Men’s Park Final 2019 Dew Tour,1893.596533,3.522721081,Mazzara Trick,12,6ft+,BS,,Flat Wall,,,,,Aggressive,,Benchmark,540 Mute
Men’s Park Final 2019 Dew Tour,1896.119254,3.160745586,Mazzara Trick,13,4ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,"Alley Oop, Indy"
Men’s Park Final 2019 Dew Tour,1898.28,6.406144444,Mazzara Trick,14,1ft,BS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Eggplant
Men’s Park Final 2019 Dew Tour,1903.686144,4.564488889,Mazzara Trick,15,6ft+,FS,,Pocket,,,,,Aggressive,,Clean,Lip Slide
Men’s Park Final 2019 Dew Tour,1907.250633,4.216288889,Mazzara Trick,16,1ft,FS,,Deep End,,,,,Aggressive,,Benchmark,Blunt
Men’s Park Final 2019 Dew Tour,1910.466922,5.447711111,Mazzara Trick,17,3ft,BS,,Mellow  Quarter,,,,,Flow,,Clean,Lip Slide
Men’s Park Final 2019 Dew Tour,1914.914633,6.045366667,Mazzara Trick,18,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Stalefish
Men’s Park Final 2019 Dew Tour,1919.96,3.04,Mazzara Trick,19,5ft,BS,,Flat Wall,,,,,Flow,,Clean,5-0 Stand Up
Men’s Park Final 2019 Dew Tour,1922,4.111777778,Mazzara Trick,20,5ft,FS,,Mellow  Quarter,,,,,Aggressive,,Clean,Frontside Air
Men’s Park Final 2019 Dew Tour,1925.111778,3.408866667,Mazzara Trick,21,1ft,BS,,Flat Bank,,,,,Flow,,Clean,Decker
Men’s Park Final 2019 Dew Tour,1927.520644,3.231659005,Mazzara Trick,22,3ft,BS,,Hip,,,,,Flow,,Clean,"Alley Oop, Backside Air"
Men’s Park Final 2019 Dew Tour,1929.752303,3.927696551,Mazzara Trick,23,1ft,BS,,Deep End,,,,,Slow,,Sketchy,"Backside Air, 180, Combo"
Men’s Park Final 2019 Dew Tour,1932.68,4.071977778,Mazzara Trick,24,,,Clean,,,,Flow,65.33,,,,
Men’s Park Final 2019 Dew Tour,3044.719789,6.265833333,Mazzara Trick,25,3ft,BS,,"Hip Transfer, Mellow  Quarter",Feature Combo,"Final, Run 3",,,Flow,"Drop In, Deep End",Clean,"Ollie, Tailslide, Combo"
Men’s Park Final 2019 Dew Tour,3049.985622,7.177833333,Mazzara Trick,26,1ft,FS,Bail,Deep Bowl Wall,,,Aggressive,9.33,Aggressive,,Sketchy,Smith
Men’s Park Final 2019 Dew Tour,643.8405778,5.394188889,Palmer Trick,1,5ft,FS,,Mellow  Quarter,,"Final, Run 1",,,Aggressive,"Roll In, Deep Bowl Wall",Benchmark,Frontside Air
Men’s Park Final 2019 Dew Tour,648.2347667,5.876222222,Palmer Trick,2,3ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,"Fridget, Lein Tail, Combo"
Men’s Park Final 2019 Dew Tour,653.1109889,3.536866667,Palmer Trick,4,6ft+,FS,,"Step Up, Pocket",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Smith, Combo"
Men’s Park Final 2019 Dew Tour,655.6478556,3.800022222,Palmer Trick,5,3ft,BS,,Mellow  Quarter,,,,,Flow,,Clean,Lip Slide
Men’s Park Final 2019 Dew Tour,658.4478778,3.708205023,Palmer Trick,6,3ft,BS,,Flat Wall,,,,,Flow,,Clean,"Alley Oop, Indy"
Men’s Park Final 2019 Dew Tour,661.1560828,3.644635611,Palmer Trick,7,4ft,BS,,Deep Bowl Wall,,,,,Flow,,Benchmark,540 Melon
Men’s Park Final 2019 Dew Tour,663.8007184,3.383670477,Palmer Trick,8,3ft,BS,,Flat Wall,,,,,Flow,,Clean,Tailslide
Men’s Park Final 2019 Dew Tour,666.1843889,3.766744444,Palmer Trick,9,2ft,FS,,Mellow  Quarter,,,,,Flow,,Clean,Nose Grind
Men’s Park Final 2019 Dew Tour,668.9511333,6.0444184,Palmer Trick,10,1ft,BS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Burntwist
Men’s Park Final 2019 Dew Tour,673.9955517,5.919603823,Palmer Trick,11,1ft,BS,,Flat Bank,,,,,Aggressive,,Benchmark,"Cab, Disaster, Combo"
Men’s Park Final 2019 Dew Tour,678.9151556,3.722222222,Palmer Trick,12,1ft,FS,,Flat Bank,,,,,Flow,,Clean,Nose Blunt
Men’s Park Final 2019 Dew Tour,681.6373778,3.238288889,Palmer Trick,13,3ft,BS,,"Hip Transfer, Deep Bowl Wall",Feature Combo,,,,Flow,,Clean,"Kickflip, Indy, Combo"
Men’s Park Final 2019 Dew Tour,683.8756667,3.388688889,Palmer Trick,14,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Smith
Men’s Park Final 2019 Dew Tour,686.2643556,3.255644444,Palmer Trick,15,3ft,FS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Benchmark,Lein Tail
Men’s Park Final 2019 Dew Tour,688.52,4.127855556,Palmer Trick,16,1ft,BS,,Flat Bank,,,,,Flow,,Benchmark,Nose Blunt
Men’s Park Final 2019 Dew Tour,691.6478556,5.028166667,Palmer Trick,17,,,Outstanding,,,,Flow,75,,,,
Men’s Park Final 2019 Dew Tour,1809.795944,7.400822222,Palmer Trick,18,3ft,FS,,Big Tranny / Extention,,"Final, Run 2",,,Aggressive,"Roll In, Mellow Quarter",Benchmark,"Fridget, Lein Tail, Combo"
Men’s Park Final 2019 Dew Tour,1816.196767,4.001822222,Palmer Trick,19,6ft+,FS,,"Hip Transfer, Pocket",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Smith, Combo"
Men’s Park Final 2019 Dew Tour,1819.198589,3.605250062,Palmer Trick,20,3ft,BS,,Mellow  Quarter,,,,,Flow,,Clean,Lip Slide
Men’s Park Final 2019 Dew Tour,1821.803839,3.636161049,Palmer Trick,21,4ft,BS,,Flat Wall,,,,,Flow,,Benchmark,"Alley Oop, Indy"
Men’s Park Final 2019 Dew Tour,1824.44,3.68,Palmer Trick,22,4ft,BS,,Deep Bowl Wall,,,,,Flow,,Benchmark,540 Indy
Men’s Park Final 2019 Dew Tour,1827.12,3.070188889,Palmer Trick,23,2ft,BS,,Flat Wall,,,,,Flow,,Clean,5-0 
Men’s Park Final 2019 Dew Tour,1829.190189,4.263311111,Palmer Trick,24,1ft,FS,,Mellow  Quarter,,,,,Slow,,Sketchy,Nose Grind
Men’s Park Final 2019 Dew Tour,1832.4535,1,Palmer Trick,25,,,Bail,,,,Flow,28,,,,
Men’s Park Final 2019 Dew Tour,2921.953833,7.286166667,Palmer Trick,26,3ft,FS,,Big Tranny / Extention,,"Final, Run 3",,,Aggressive,"Roll In, Mellow Quarter",Benchmark,"Fridget, Lein Tail, Combo"
Men’s Park Final 2019 Dew Tour,2928.24,4.234633333,Palmer Trick,27,6ft+,FS,,"Hip Transfer, Pocket",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Smith, Combo"
Men’s Park Final 2019 Dew Tour,2931.474633,3.565366667,Palmer Trick,28,3ft,BS,,Mellow  Quarter,,,,,Aggressive,,Clean,Lip Slide
Men’s Park Final 2019 Dew Tour,2934.04,3.72,Palmer Trick,29,4ft,BS,,Flat Wall,,,,,Flow,,Benchmark,"Alley Oop, Indy"
Men’s Park Final 2019 Dew Tour,2936.76,3.817577778,Palmer Trick,30,4ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,540 Indy
Men’s Park Final 2019 Dew Tour,2939.577578,3.219475656,Palmer Trick,31,5ft,BS,,Flat Wall,,,,,Aggressive,,Clean,Tailslide
Men’s Park Final 2019 Dew Tour,2941.797053,3.657246566,Palmer Trick,32,3ft,FS,,Mellow  Quarter,,,,,Aggressive,,Benchmark,Nose Grind
Men’s Park Final 2019 Dew Tour,2944.4543,5.822084134,Palmer Trick,33,1ft,BS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Burntwist
Men’s Park Final 2019 Dew Tour,2949.276384,6.248738088,Palmer Trick,34,1ft,BS,,Mellow  Quarter,,,,,Technical,,Benchmark,"Cab, Disaster, Combo"
Men’s Park Final 2019 Dew Tour,2954.525122,3.473557909,Palmer Trick,35,1ft,FS,,Flat Bank,,,,,Flow,,Clean,Nose Blunt
Men’s Park Final 2019 Dew Tour,2956.99868,3.516042091,Palmer Trick,36,2ft,BS,,"Hip Transfer, Deep Bowl Wall",Feature Combo,,,,Flow,,Clean,"Kickflip, Indy, Combo"
Men’s Park Final 2019 Dew Tour,2959.514722,3.154311111,Palmer Trick,37,5ft,BS,,Deep Bowl Wall,,,,,Flow,,Clean,50-50
Men’s Park Final 2019 Dew Tour,2961.669033,3.330966667,Palmer Trick,38,3ft,FS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Flow,,Clean,"Ollie, Lein Tail, Combo"
Men’s Park Final 2019 Dew Tour,2964,3.717966667,Palmer Trick,39,1ft,BS,,Flat Bank,,,,,Flow,,Clean,Nose Blunt
Men’s Park Final 2019 Dew Tour,2966.717967,7.535,Palmer Trick,40,1ft,BS,Bail,Flat Bank,,,Flow,70.33,Slow,,Sketchy,"Kickflip, Lip Slide, Combo"
Men’s Park Final 2019 Dew Tour,857.5045333,5.458766667,Reynolds Trick,1,6ft+,FS,,"Hip Transfer, Pocket",Feature Combo,"Final, Run 1",,,Aggressive,"Drop In, Mellow Quarter",Benchmark,"Ollie, 5-0 Stand Up, Combo"
Men’s Park Final 2019 Dew Tour,861.9633,4.151415531,Reynolds Trick,2,1ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Frontside Invert
Men’s Park Final 2019 Dew Tour,865.1147155,5.835362247,Reynolds Trick,3,5ft,,,Mellow  Quarter,,,,,Aggressive,,Benchmark,"Kickflip, Frontside Air"
Men’s Park Final 2019 Dew Tour,869.9500778,3.6434,Reynolds Trick,4,4ft,BS,,Flat Wall,,,,,Aggressive,,Benchmark,Smith
Men’s Park Final 2019 Dew Tour,872.5934778,3.707766667,Reynolds Trick,5,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Madonna
Men’s Park Final 2019 Dew Tour,875.3012444,3.281244444,Reynolds Trick,6,4ft,FS,,Flat Wall,,,,,Aggressive,,Benchmark,Tailslide
Men’s Park Final 2019 Dew Tour,877.5824889,2.776166667,Reynolds Trick,7,3ft,FS,,"Hip Transfer, Flat Bank",,,,,Flow,,Clean,Ollie
Men’s Park Final 2019 Dew Tour,879.3586556,3.4283,Reynolds Trick,8,4ft,BS,,Hip,,,,,Flow,,Clean,540 Nose Grab
Men’s Park Final 2019 Dew Tour,881.7869556,3.724632698,Reynolds Trick,9,3ft,BS,,Deep End,,,,,Flow,,Clean,"Nose Grab, Disaster, Combo"
Men’s Park Final 2019 Dew Tour,884.5115883,4.044989524,Reynolds Trick,10,4ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Clean,Indy
Men’s Park Final 2019 Dew Tour,887.5565778,4.833511111,Reynolds Trick,11,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,"Smith, 5-0 Stand Up, Combo"
Men’s Park Final 2019 Dew Tour,891.3900889,3.329911111,Reynolds Trick,12,5ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Benchmark,"Alley Oop, Frontside Air"
Men’s Park Final 2019 Dew Tour,893.72,3.479277778,Reynolds Trick,13,5ft,FS,,Flat Bank,,,,,Aggressive,,Benchmark,Boneless
Men’s Park Final 2019 Dew Tour,896.1992778,3.439066667,Reynolds Trick,14,1ft,BS,,Mellow  Quarter,,,,,Aggressive,,Benchmark,Eggplant
Men’s Park Final 2019 Dew Tour,898.6383444,3.559988889,Reynolds Trick,15,5ft,FS,,"Hip Transfer, Pocket",Feature Combo,,,,Aggressive,,Clean,Lip Slide
Men’s Park Final 2019 Dew Tour,901.1983333,4.241666667,Reynolds Trick,16,1ft,BS,Bail,Deep End,,,Aggressive,70,Technical,,Sketchy,"Big Spin, Smith, Combo"
Men’s Park Final 2019 Dew Tour,2047.24,4.712011111,Reynolds Trick,17,6ft+,FS,,"Hip Transfer, Pocket",Feature Combo,"Final, Run 2",,,Aggressive,"Drop In, Mellow Quarter",Benchmark,"Ollie, 5-0 Stand Up, Combo"
Men’s Park Final 2019 Dew Tour,2050.952011,4.196211111,Reynolds Trick,18,1ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Frontside Invert
Men’s Park Final 2019 Dew Tour,2054.148222,5.731777778,Reynolds Trick,19,6ft+,FS,,Mellow  Quarter,,,,,Aggressive,,Clean,"Kickflip, Frontside Air, Combo"
Men’s Park Final 2019 Dew Tour,2058.88,3.829977778,Reynolds Trick,20,4ft,FS,,Flat Wall,,,,,Aggressive,,Clean,Smith
Men’s Park Final 2019 Dew Tour,2061.709978,3.698845716,Reynolds Trick,21,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Madonna
Men’s Park Final 2019 Dew Tour,2064.408823,3.145609839,Reynolds Trick,22,4ft,FS,,Flat Wall,,,,,Aggressive,,Benchmark,Tailslide
Men’s Park Final 2019 Dew Tour,2066.554433,2.808188889,Reynolds Trick,23,4ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Flow,,Clean,"Ollie, 5-0 "
Men’s Park Final 2019 Dew Tour,2068.362622,3.437377778,Reynolds Trick,24,4ft,BS,,Hip,,,,,Flow,,Benchmark,540 Nose Grab
Men’s Park Final 2019 Dew Tour,2070.8,3.72,Reynolds Trick,25,3ft,BS,,Deep End,,,,,Flow,,Clean,"Nose Grab, Disaster, Combo"
Men’s Park Final 2019 Dew Tour,2073.52,4.080644444,Reynolds Trick,26,5ft,BS,,"Pocket, High to Low Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Benchmark,Indy
Men’s Park Final 2019 Dew Tour,2076.600644,4.9956,Reynolds Trick,27,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,"Smith, 5-0 Stand Up, Combo"
Men’s Park Final 2019 Dew Tour,2080.596244,3.439533333,Reynolds Trick,28,6ft+,FS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Aggressive,,Benchmark,"Alley Oop, Frontside Air"
Men’s Park Final 2019 Dew Tour,2083.035778,3.3207,Reynolds Trick,29,4ft,FS,,Flat Bank,,,,,Aggressive,,Clean,Boneless
Men’s Park Final 2019 Dew Tour,2085.356478,3.4473,Reynolds Trick,30,1ft,FS,,Mellow  Quarter,,,,,Aggressive,,Benchmark,Eggplant
Men’s Park Final 2019 Dew Tour,2087.803778,3.508622222,Reynolds Trick,31,6ft+,FS,,"Hip Transfer, Pocket",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Lip Slide, Combo"
Men’s Park Final 2019 Dew Tour,2090.3124,3.9736,Reynolds Trick,32,3ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,"Frontside Air, Disaster, Combo"
Men’s Park Final 2019 Dew Tour,2093.286,3.879487401,Reynolds Trick,33,,,Clean,,,,Aggressive,73.66,,,,
Men’s Park Final 2019 Dew Tour,3113.203533,5.2392,Reynolds Trick,34,6ft+,FS,,"Hip Transfer, Pocket",Feature Combo,"Final, Run 3",,,Aggressive,"Drop In, Mellow Quarter",Benchmark,"Ollie, 5-0 Stand Up, Combo"
Men’s Park Final 2019 Dew Tour,3117.442733,4.358888889,Reynolds Trick,35,1ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,Frontside Invert
Men’s Park Final 2019 Dew Tour,3120.801622,5.54482454,Reynolds Trick,36,6ft+,FS,,Mellow  Quarter,,,,,Aggressive,,Clean,"Kickflip, Frontside Air, Combo"
Men’s Park Final 2019 Dew Tour,3125.346447,3.694664349,Reynolds Trick,37,4ft,BS,,Flat Wall,,,,,Flow,,Clean,50-50
Men’s Park Final 2019 Dew Tour,3128.041111,3.604811111,Reynolds Trick,38,6ft+,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,Madonna
Men’s Park Final 2019 Dew Tour,3130.645922,3.315602521,Reynolds Trick,39,5ft,FS,,Flat Wall,,,,,Aggressive,,Benchmark,Tailslide
Men’s Park Final 2019 Dew Tour,3132.961525,2.872664146,Reynolds Trick,40,3ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Flow,,Clean,"Ollie, 5-0, Combo"
Men’s Park Final 2019 Dew Tour,3134.834189,3.205811111,Reynolds Trick,41,4ft,FS,,Hip,,,,,Flow,,Benchmark,540 Nose Grab
Men’s Park Final 2019 Dew Tour,3137.04,3.798477778,Reynolds Trick,42,3ft,BS,,Deep End,,,,,Flow,,Benchmark,"Nose Grab, Disaster, Combo"
Men’s Park Final 2019 Dew Tour,3139.838478,4.026955556,Reynolds Trick,43,4ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Flow,,Benchmark,Melon
Men’s Park Final 2019 Dew Tour,3142.865433,5.009766667,Reynolds Trick,44,5ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,"Smith, 5-0 Stand Up, Combo"
Men’s Park Final 2019 Dew Tour,3146.8752,3.396844444,Reynolds Trick,45,5ft,FS,,"Hip Transfer, Mellow  Quarter",Feature Combo,,,,Aggressive,,Benchmark,"Indy, Nosebone, Combo"
Men’s Park Final 2019 Dew Tour,3149.272044,3.595722222,Reynolds Trick,46,6ft+,FS,,"Hip Transfer, Pocket",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Lip Slide, Combo"
Men’s Park Final 2019 Dew Tour,3151.867767,3.957655556,Reynolds Trick,47,3ft,FS,,Big Tranny / Extention,,,,,Aggressive,,Benchmark,"Frontside Air, Disaster"
Men’s Park Final 2019 Dew Tour,3154.825422,8.9327,Reynolds Trick,48,5ft,FS,Bail,Mellow  Quarter,,,Aggressive,68.33,Aggressive,,Sketchy,"Varial Kickflip, Tail Grab, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,4022.950402,7.349598389,Barros Trick,1,3ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,"Final, Run 1",,,Flow,"Roll In, 6ft Transition",Clean,"Frontside Air, Alley Oop"
Men Final - Sao Paulo 2019 - Park skateboarding,4029.3,3.361733333,Barros Trick,2,4ft,BS,,Big Quarter,,,,,Flow,,Clean,Backside Air
Men Final - Sao Paulo 2019 - Park skateboarding,4031.661733,4.6033,Barros Trick,3,6ft+,FS,,Love Seat,,,,,Aggressive,,Benchmark,5-0 Stand Up
Men Final - Sao Paulo 2019 - Park skateboarding,4035.265033,3.190722222,Barros Trick,4,6ft+,FS,,"Hip Transfer, Hip",Feature Combo,,,,Aggressive,,Benchmark,Frontside Air
Men Final - Sao Paulo 2019 - Park skateboarding,4037.455756,2.606777778,Barros Trick,5,2ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Clean,5-0 
Men Final - Sao Paulo 2019 - Park skateboarding,4039.062533,4.004466667,Barros Trick,6,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,540 Melon
Men Final - Sao Paulo 2019 - Park skateboarding,4042.067,3.382688889,Barros Trick,7,3ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Clean,Tailslide
Men Final - Sao Paulo 2019 - Park skateboarding,4044.449689,4.799622222,Barros Trick,8,6ft+,BS,,Love Seat,,,,,Aggressive,,Benchmark,Smith
Men Final - Sao Paulo 2019 - Park skateboarding,4048.249311,4.4129,Barros Trick,9,5ft,FS,,Big Quarter,,,,,Flow,,Clean,Frontside Air
Men Final - Sao Paulo 2019 - Park skateboarding,4051.662211,3.235411111,Barros Trick,10,3ft,FS,,"Flat Bank, High to Low Transfer",Feature Combo,,,,Aggressive,,Benchmark,Tailslide
Men Final - Sao Paulo 2019 - Park skateboarding,4053.897622,6.173793438,Barros Trick,11,4ft,BS,,Ski Jump,,,,,Flow,,Clean,Ollie
Men Final - Sao Paulo 2019 - Park skateboarding,4059.071416,8.482451007,Barros Trick,12,5ft,BS,Bail,Deep Bowl Wall,,,Aggressive,75,Aggressive,,Benchmark,"Indy, 540 Indy"
Men Final - Sao Paulo 2019 - Park skateboarding,4966.6728,6.530544444,Barros Trick,13,5ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,"Final, Run 2",,,Aggressive,"Roll In, 6ft Transition",Benchmark,"Indy, Alley Oop"
Men Final - Sao Paulo 2019 - Park skateboarding,4972.203344,3.3963,Barros Trick,14,5ft,BS,,Big Quarter,,,,,Aggressive,,Clean,Backside Air
Men Final - Sao Paulo 2019 - Park skateboarding,4974.599644,4.450155556,Barros Trick,15,6ft+,FS,,Love Seat,,,,,Aggressive,,Clean,5-0 Stand Up
Men Final - Sao Paulo 2019 - Park skateboarding,4978.0498,3.120577778,Barros Trick,16,6ft+,FS,,"Hip Transfer, Hip",Feature Combo,,,,Aggressive,,Benchmark,Frontside Air
Men Final - Sao Paulo 2019 - Park skateboarding,4980.170378,2.502577778,Barros Trick,17,3ft,FS,,Deep Bowl Wall,,,,,Aggressive,,Clean,5-0 
Men Final - Sao Paulo 2019 - Park skateboarding,4981.672956,3.777477778,Barros Trick,18,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,"Indy, Alley Oop"
Men Final - Sao Paulo 2019 - Park skateboarding,4984.450433,3.655577778,Barros Trick,19,3ft,BS,,Deep Bowl Wall,,,,,Aggressive,,Clean,Tailslide
Men Final - Sao Paulo 2019 - Park skateboarding,4987.106011,4.696966667,Barros Trick,20,6ft+,BS,,Love Seat,,,,,Aggressive,,Benchmark,Smith
Men Final - Sao Paulo 2019 - Park skateboarding,4990.802978,4.574988889,Barros Trick,21,6ft+,FS,,Big Quarter,,,,,Aggressive,,Benchmark,Frontside Air
Men Final - Sao Paulo 2019 - Park skateboarding,4994.377967,3.169077778,Barros Trick,22,3ft,Revert,,"Flat Bank, Rail, High to Low Transfer",Feature Combo,,,,Aggressive,,Benchmark,Tailslide
Men Final - Sao Paulo 2019 - Park skateboarding,4996.547044,6.313166667,Barros Trick,23,3ft,BS,,Ski Jump,,,,,Flow,,Clean,Ollie
Men Final - Sao Paulo 2019 - Park skateboarding,5001.860211,3.500588889,Barros Trick,24,6ft+,BS,,Deep Bowl Wall,,,,,Aggressive,,Benchmark,540 Melon
Men Final - Sao Paulo 2019 - Park skateboarding,5004.3608,4.306755556,Barros Trick,25,4ft,BS,,Hip,,,,,Flow,,Clean,Backside Air
Men Final - Sao Paulo 2019 - Park skateboarding,5007.667556,5.289255556,Barros Trick,26,3ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,,,,Aggressive,,Benchmark,"Ollie, Rockslide, Fakie"
Men Final - Sao Paulo 2019 - Park skateboarding,5011.956811,3.5461,Barros Trick,27,2ft,FS,,Big Quarter,,,,,Flow,,Clean,"Fakie, Ollie, Smith, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,5014.502911,1,Barros Trick,28,,,Outstanding,,,,Aggressive,84.5,,,,
Men Final - Sao Paulo 2019 - Park skateboarding,6151.181779,8.76898748,Barros Trick,29,3ft,BS,,"Hip Transfer, Flat Bank",Feature Combo,"Final, Run 3",,,Flow,"Roll In, 6ft Transition",Sketchy,"Kickflip, Indy, Combo"
Men Final - Sao Paulo 2019 - Park skateboarding,6158.950767,1,Barros Trick,30,,,"Bail, Bail",,,,,0.1,,,,
Men Final - Sao Paulo 2019 - Park skateboarding,7190.732256,7.640677778,Barros Trick,31,5ft,FS,,"Hip Transfer, Flat Bank",Feature Combo,"Final, Run 4",,,Aggressive,"Roll In, 6ft Transition",Benchmark,"Alley Oop, Frontside Air"
